Genes	12-5	12-6	12-13	12-15	18-1	18-2	18-3	18-8
gbgene11222	0	0	1	0	0	0	0	0
gbgene11223	0	0	0	0	0	0	0	0
gbgene11224	0	0	0	0	0	0	0	0
gbgene11225	0	0	0	0	0	0	0	0
gbgene11226	0	0	0	0	0	1	0	0
gbgene11227	0	0	0	0	0	0	0	0
gbgene11228	0	0	0	0	0	0	0	0
gbgene11229	0	0	0	0	0	0	0	0
gbgene11230	0	0	0	0	0	0	0	0
gbgene11232	0	0	0	0	0	0	0	0
gbgene11231	0	0	0	0	0	0	0	0
gbgene11233	0	0	0	0	0	0	0	0
gbgene11234	0	0	0	0	0	0	0	0
gbgene11235	0	0	0	0	0	0	0	0
gbgene11236	0	0	0	0	0	0	0	0
gbgene11237	0	0	0	0	0	0	0	0
gbgene11238	0	0	0	0	0	0	0	0
gbgene11239	0	0	0	0	0	0	0	0
gbgene11240	0	0	0	0	0	0	0	0
gbgene11241	0	0	0	0	0	0	0	0
gbgene11242	0	0	0	0	0	0	0	0
gbgene11243	0	0	0	0	0	0	0	0
gbgene11244	0	0	0	0	0	0	0	0
gbgene11245	0	0	0	0	0	0	0	0
gbgene11246	0	0	0	0	0	0	0	0
gbgene11247	0	0	0	0	0	0	0	0
gbgene11248	0	0	0	0	0	0	0	0
gbgene11249	0	0	0	0	0	0	0	0
gbgene11250	0	0	0	0	0	0	0	0
gbgene11251	0	0	0	0	0	0	0	0
gbgene11252	0	0	0	0	0	0	0	0
gbgene11253	0	0	0	0	0	0	0	0
gbgene11254	0	0	0	0	0	0	0	0
gbgene11255	0	0	0	0	0	1	1	0
gbgene11256	0	0	0	0	0	0	0	0
gbgene11257	0	0	0	0	0	0	0	0
gbgene11258	0	0	0	0	0	0	0	0
gbgene11259	0	0	0	0	0	0	0	0
gbgene11260	0	0	0	0	0	0	0	0
gbgene11261	0	0	0	0	0	0	0	0
gbgene11262	0	0	1	0	0	1	0	1
gbgene11263	0	0	0	0	1	1	0	0
gbgene11265	0	0	1	0	1	1	0	0
gbgene11264	0	0	3	1	2	8	3	3
gbgene11266	0	0	0	0	0	0	0	0
gbgene11267	0	0	0	0	0	0	0	0
gbgene11268	0	0	0	0	0	0	1	0
gbgene11269	0	0	0	0	0	0	0	0
gbgene11270	0	0	0	0	0	0	0	0
gbgene11271	0	0	0	0	0	0	0	0
gbgene11272	0	0	0	0	0	0	0	0
gbgene11273	0	0	0	0	0	0	0	0
gbgene11274	0	0	0	0	0	1	1	0
gbgene11275	0	0	0	0	0	0	0	0
gbgene11276	0	0	0	0	0	0	0	0
gbgene11277	0	0	0	0	0	0	0	0
gbgene11278	0	0	0	1	0	0	0	0
gbgene11279	0	0	0	0	0	0	0	0
gbgene11280	0	0	0	0	0	0	0	0
gbgene11281	0	0	0	0	0	0	0	0
gbgene11282	0	0	0	0	0	0	0	0
gbgene11283	0	0	0	0	0	0	0	0
gbgene11284	0	0	0	0	0	0	0	0
gbgene11285	0	0	0	0	0	0	0	0
gbgene11286	0	0	0	0	0	0	0	0
gbgene11287	44	36	34	27	30	9	49	31
gbgene11288	6	2	0	2	0	0	0	1
gbgene11289	0	0	7	0	1	0	4	16
gbgene11290	0	0	0	0	0	0	0	0
gbgene11291	42	17	124	132	39	77	57	130
gbgene11292	3	4	6	3	1	5	5	6
gbgene11293	2	1	12	6	1	3	5	5
gbgene11294	180799	74682	45053	111541	71864	48	99146	110668
gbgene11295	33	26	64	64	75	29	106	120
gbgene11296	633	241	705	586	564	1186	779	477
gbgene11297	8	2	1	2	0	0	2	3
gbgene11298	0	2	1	2	0	0	4	2
gbgene11299	148	105	538	472	438	988	646	521
gbgene11300	0	0	0	0	0	0	0	1
gbgene11301	243	142	545	512	270	2136	627	912
gbgene11302	3151	2047	2425	3316	2830	2326	3480	4710
gbgene11303	516	173	353	368	356	420	506	475
gbgene11304	343	143	159	188	136	110	212	222
gbgene11305	5549	3298	1125	1887	1562	2	2254	2639
gbgene11306	0	0	0	0	0	0	0	0
gbgene11307	51	17	54	32	10	57	22	51
gbgene11308	0	0	0	0	0	4	0	0
gbgene11309	0	0	0	0	0	0	0	0
gbgene11310	0	0	0	0	0	0	0	0
gbgene11311	51	35	56	36	31	63	33	52
gbgene11312	0	0	0	0	0	0	0	0
gbgene11313	1	1	0	2	6	0	0	1
gbgene11314	0	0	0	0	0	0	0	0
gbgene11315	0	0	0	0	0	0	0	0
gbgene11316	121	32	103	97	27	40	38	71
gbgene11317	0	0	1	0	0	0	0	0
gbgene11318	3	1	0	0	0	0	0	0
gbgene11319	1675	953	1062	1526	1102	890	1528	1823
gbgene11320	779	407	1037	937	598	638	1036	1132
gbgene11321	430	152	216	304	243	213	411	404
gbgene11322	160	53	175	316	192	170	263	278
gbgene11323	81	65	174	209	143	98	200	220
gbgene11324	68	12	17	44	33	20	44	22
gbgene11325	0	3	0	0	0	0	0	0
gbgene11326	0	0	0	0	0	0	0	0
gbgene11327	2324	1191	878	2228	807	2	1583	1859
gbgene11328	14301	11914	30982	15395	8424	35939	23544	29239
gbgene11329	0	0	0	1	0	0	0	2
gbgene11330	40482	24752	10137	16107	17628	60	23111	28046
gbgene11331	42	4	35	29	4	9	8	84
gbgene11332	64	51	131	130	57	96	130	120
gbgene11333	250	413	820	861	1229	1049	1227	2080
gbgene11334	2483	1132	545	1455	1017	19	1454	1116
gbgene11335	1814	674	383	927	528	566	735	818
gbgene11336	967	638	1516	1322	892	1484	1581	1348
gbgene11337	85	30	137	105	65	74	170	121
gbgene11338	95	126	181	163	91	104	148	204
gbgene11339	3	7	3	5	2	6	14	16
gbgene11340	0	0	0	0	0	0	0	0
gbgene11341	0	0	0	0	0	0	0	1
gbgene11342	0	0	0	0	0	0	0	0
gbgene11343	0	0	0	0	1	0	0	2
gbgene11344	88	67	5	45	17	3	33	14
gbgene11345	1018	516	671	712	455	916	850	697
gbgene11346	2751	819	1598	1972	1117	1254	2021	1747
gbgene11347	49	20	5	5	2	1	4	1
gbgene11348	1027	761	1346	810	350	1364	1732	1305
gbgene11349	5040	3718	3196	1377	545	2915	2266	1904
gbgene11350	140	100	173	108	126	199	158	67
gbgene11351	1898	1265	792	1134	912	376	1337	1485
gbgene11352	3066	1961	2018	1979	1448	1851	2455	2577
gbgene11353	1379	625	517	450	573	579	811	681
gbgene11354	591	290	635	618	404	548	600	978
gbgene11355	52	31	0	0	3	2	2	4
gbgene11356	16386	6106	145	309	73	9	225	68
gbgene11357	171697	61194	114	149	41	29	101	82
gbgene11358	1858	1454	2167	1431	956	2753	1645	2673
gbgene11359	1286	1518	1261	837	1172	1787	1635	2250
gbgene11360	243364	109151	146	271	65	185	207	83
gbgene11361	72	53	241	163	71	183	252	132
gbgene11362	7775	3789	2142	3726	3057	534	4200	5067
gbgene11363	1905	1169	618	1086	813	228	1118	1391
gbgene11364	0	0	4	0	1	0	8	11
gbgene11365	6	7	14	15	11	7	9	11
gbgene11366	6969	2836	2519	5702	4143	1	5192	5917
gbgene11367	51	6	0	12	2	7	9	6
gbgene11368	7	0	6	0	0	1	3	0
gbgene11369	5	3	14	31	1	7	5	16
gbgene11370	67	40	92	108	78	116	134	103
gbgene11371	1726	1043	1046	1347	852	379	1392	1480
gbgene11372	2804	1459	1099	1336	1078	867	1682	1445
gbgene11373	86	62	209	143	40	107	128	134
gbgene11374	334	185	639	537	292	777	416	812
gbgene11375	427	244	348	413	274	249	426	461
gbgene11376	19673	8893	5145	10833	6211	6	8141	9212
gbgene11377	293	187	110	128	90	32	161	157
gbgene11378	32630	18821	27343	22955	16254	31298	25455	33154
gbgene11379	4602	1784	3574	3151	2070	3163	3693	4089
gbgene11380	229	78	106	212	108	57	176	208
gbgene11381	1290	622	11756	10221	3136	14850	6629	9119
gbgene11382	921	415	1105	1537	1042	446	1601	1733
gbgene11383	2348	1091	1028	1836	1338	994	1658	1977
gbgene11384	2	2	0	0	6	0	0	0
gbgene11385	0	0	0	0	0	0	0	0
gbgene11386	4741	2125	2744	2969	2230	2066	3570	3952
gbgene11387	1085	659	1326	1236	889	1217	1684	1333
gbgene11388	296	180	437	391	158	285	420	372
gbgene11389	1737	824	1217	1283	925	919	1512	1419
gbgene11390	3260	1641	2150	2745	1949	733	3529	2922
gbgene11391	5673	2911	1811	3222	2586	176	4093	3954
gbgene11392	5632	3396	2279	1767	1332	2192	2603	1897
gbgene11393	15105	8841	12577	10757	7602	14019	12400	14601
gbgene11394	32811	18778	28896	23546	16987	31710	26662	32144
gbgene11395	34782	13600	9460	14112	10529	1276	19078	18014
gbgene11396	3	0	0	1	0	0	0	0
gbgene11397	413	214	370	339	222	388	316	300
gbgene11398	30	10	30	21	27	23	7	13
gbgene11399	63	27	45	43	49	31	49	68
gbgene11400	28	14	43	38	29	6	31	66
gbgene11401	44	15	71	173	121	42	92	93
gbgene11402	644	223	517	522	368	266	511	649
gbgene11403	3772	1882	2628	3805	2364	3169	4045	3627
gbgene11404	0	0	0	0	0	0	0	0
gbgene11405	189	111	124	62	67	55	110	148
gbgene11406	2041	898	1694	1842	1183	936	1887	2417
gbgene11407	44585	25976	11083	18911	14074	11	24552	24259
gbgene11408	1318	553	1066	1218	824	380	1152	1349
gbgene11409	86	58	61	41	33	43	74	88
gbgene11410	951	545	576	615	329	455	903	1060
gbgene11411	1999	1044	468	1055	1154	1	1182	1327
gbgene11412	213	84	196	142	94	168	160	138
gbgene11413	1	0	0	0	0	0	0	0
gbgene11414	0	0	0	0	0	0	0	0
gbgene11415	0	0	0	0	0	0	0	2
gbgene11416	1719	1262	2187	1827	689	2678	1789	1960
gbgene11417	2026	1066	1742	1502	1112	1974	1850	2088
gbgene11418	4	15	4	2	0	21	1	5
gbgene11419	71	66	77	56	30	54	75	111
gbgene11420	0	2	1	4	40	5	20	10
gbgene11421	0	4	2	2	4	0	1	2
gbgene11422	0	0	4	2	0	1	0	4
gbgene11423	361	212	5622	4651	2280	10681	4698	8268
gbgene11424	93	70	92	102	77	99	82	69
gbgene11425	0	0	0	0	0	0	0	0
gbgene11426	44	35	53	28	13	29	35	16
gbgene11427	1747	1495	112	99	313	147	426	140
gbgene11428	196	141	184	130	84	178	123	154
gbgene11429	0	7	2	0	0	0	2	2
gbgene11430	2571	1359	2027	1959	1589	3068	2116	2408
gbgene11431	0	0	0	1	2	0	2	1
gbgene11432	1931	1532	1339	850	902	2242	1598	1748
gbgene11433	0	0	0	0	0	0	0	1
gbgene11434	27	27	40	40	16	24	26	34
gbgene11435	178	59	168	250	265	1256	437	124
gbgene11436	4703	3102	4348	3712	1888	2866	3748	4309
gbgene11437	7603	4759	5604	5739	2751	4883	5991	6592
gbgene11438	61	44	59	61	22	70	48	101
gbgene11439	61	21	64	63	49	97	93	129
gbgene11440	276	120	258	198	147	232	219	386
gbgene11441	355	283	379	461	444	197	608	498
gbgene11442	567	396	679	729	645	228	962	769
gbgene11443	139	115	166	215	191	69	258	228
gbgene11444	100	56	168	120	65	100	157	139
gbgene11445	71	38	128	82	47	108	163	140
gbgene11446	1615	913	1084	1267	1040	878	1291	1762
gbgene11447	311	150	165	13	42	14	11	19
gbgene11448	12	1	1	14	1	13	0	0
gbgene11449	7	5	3	148	0	2	0	1
gbgene11450	15	3	2	0	2	0	5	2
gbgene11451	18414	10284	4631	7568	6594	7	10203	9811
gbgene11452	0	0	1	0	0	0	0	0
gbgene11453	0	4	6	0	4	11	1	5
gbgene11454	311	339	492	994	1134	18	1413	1248
gbgene11455	100	93	168	299	381	6	423	355
gbgene11456	37868	19653	10103	22118	15590	13	26096	24113
gbgene11457	3278	1464	935	1505	911	15	1138	1326
gbgene11458	1	12	16	8	2	8	4	6
gbgene11459	6712	6072	4712	5334	3839	6275	6048	5684
gbgene11460	2315	1018	528	835	601	334	1321	1065
gbgene11461	16612	5674	7104	11637	5927	5128	9650	11963
gbgene11462	61	14	5	22	9	0	19	12
gbgene11463	5	0	8	0	7	21	1	6
gbgene11464	0	0	0	0	0	0	0	0
gbgene11465	13	2	16	21	9	12	13	9
gbgene11466	0	4	2	13	2	10	8	5
gbgene11467	12	4	4	26	6	1	17	5
gbgene11468	3	7	2	10	4	1	5	4
gbgene11469	19	8	12	6	1	0	2	17
gbgene11470	1	6	0	0	1	0	0	2
gbgene11471	15	7	5	57	23	1	23	46
gbgene11472	1072	256	289	692	466	1	832	587
gbgene11473	0	0	0	0	0	0	0	0
gbgene11474	1509	1189	602	470	486	365	769	506
gbgene11475	16483	6710	3341	6263	4934	343	7791	8730
gbgene11476	1043	392	553	624	712	521	669	645
gbgene11477	991	630	313	689	557	21	818	899
gbgene11478	428	228	2946	1866	38	269	70	623
gbgene11479	1273	783	8363	5584	109	701	169	2263
gbgene11480	1095	664	11377	4396	81	685	292	2840
gbgene11481	188	279	19782	12892	56	952	89	2267
gbgene11482	8	1	183	5	1	2	6	0
gbgene11483	70	62	13	2	1	6	8	10
gbgene11484	86	143	699	337	87	71	111	266
gbgene11485	20	11	17	42	12	0	39	39
gbgene11486	0	1	0	0	1	2	0	1
gbgene11487	856	103	137	100	193	321	348	197
gbgene11488	6751	5030	6	7	8	2	6	5
gbgene11489	0	0	0	0	0	0	0	0
gbgene11490	0	0	0	0	0	0	0	0
gbgene11491	0	0	0	0	0	0	0	0
gbgene11493	0	0	0	0	0	0	0	0
gbgene11492	0	0	0	0	0	1	0	0
gbgene11494	0	0	0	0	0	0	1	0
gbgene11495	0	0	0	0	0	0	0	0
gbgene11496	0	0	0	0	0	0	0	2
gbgene11497	0	0	0	0	0	0	0	0
gbgene11498	0	0	0	0	0	0	1	0
gbgene11499	0	0	2	0	0	0	0	0
gbgene11500	0	0	0	0	0	0	0	2
gbgene11501	0	0	0	0	0	0	1	0
gbgene11502	17	4	5	15	36	9	9	4
gbgene11503	0	0	0	0	0	0	0	0
gbgene11504	4	3	13	11	13	12	23	14
gbgene11505	0	0	0	0	0	0	0	0
gbgene11506	0	0	0	0	0	0	0	0
gbgene11507	99	58	73	92	62	97	101	97
gbgene11508	397	235	271	328	251	416	360	355
gbgene11509	4	0	0	0	0	0	0	1
gbgene11510	42	11	0	2	0	0	0	7
gbgene11511	0	0	0	0	0	0	0	0
gbgene11512	17	0	0	0	0	0	0	0
gbgene11513	0	0	0	0	0	0	0	0
gbgene11514	71	26	82	53	47	30	91	95
gbgene11515	11	0	2	0	0	0	0	0
gbgene11516	0	0	0	0	0	0	0	0
gbgene11517	1	0	0	0	0	0	0	0
gbgene11518	0	0	0	0	0	0	0	0
gbgene11519	0	0	0	0	0	1	0	0
gbgene11520	0	0	0	0	0	0	0	0
gbgene11521	0	0	0	0	0	0	0	0
gbgene11522	1266	384	42	14	7	5	36	18
gbgene11523	0	0	0	0	0	0	0	0
gbgene11524	116	1	10	9	4	12	3	2
gbgene11525	449	680	1082	629	594	309	451	199
gbgene11526	1	0	5	0	1	0	0	0
gbgene11527	17	37	6	9	6	3	6	12
gbgene11528	4897	2109	1764	3626	2715	385	3734	3981
gbgene11529	3614	1721	1291	2683	2056	380	3000	2956
gbgene11530	16	2	8	12	13	10	14	9
gbgene11531	116	42	42	69	51	3	76	78
gbgene11532	137	86	83	57	40	113	60	86
gbgene11533	235	186	260	210	167	259	297	335
gbgene11534	690	317	312	478	220	295	579	393
gbgene11535	0	0	0	0	0	0	0	0
gbgene11536	0	0	2	6	3	0	3	5
gbgene11537	466401	382480	1190062	581080	249816	1321980	786896	1056506
gbgene11538	7534	3833	2058	2933	2814	3	3797	3805
gbgene11539	1670	57	1333	871	497	816	1260	1189
gbgene11540	830	395	689	885	651	618	869	1051
gbgene11541	303	135	321	250	122	176	315	350
gbgene11542	36	14	207	50	80	113	136	199
gbgene11543	0	0	0	0	0	0	4	1
gbgene11544	7	2	52	16	4	14	3	11
gbgene11545	54	59	133	99	173	133	164	290
gbgene11546	457	331	276	228	1891	715	2518	536
gbgene11547	2276	1060	0	17	14	19	17	14
gbgene11548	562	337	364	359	316	383	329	513
gbgene11549	16	18	40	32	20	29	26	18
gbgene11550	176	169	399	259	162	393	276	214
gbgene11551	62056	35771	14895	23826	22537	34	39792	40426
gbgene11552	2112	1127	2719	2283	1915	2666	2779	2047
gbgene11553	35	9	64	79	16	55	47	15
gbgene11554	0	0	0	0	1	0	0	4
gbgene11555	0	0	0	2	0	0	0	0
gbgene11556	0	0	0	2	0	0	0	0
gbgene11557	25	5	5	1	2	5	1	6
gbgene11558	4997	2593	1774	3570	3554	32	3466	3539
gbgene11559	4	0	0	0	0	0	1	0
gbgene11560	0	0	0	0	0	0	0	0
gbgene11561	0	0	0	0	0	0	0	0
gbgene11562	15	9	4	20	14	0	10	15
gbgene11563	4	1	0	1	0	0	8	1
gbgene11564	0	0	1	0	0	0	0	2
gbgene11565	152	1	2	0	0	0	1	0
gbgene11566	19	1	0	7	3	13	10	2
gbgene11567	72	34	60	43	29	23	76	62
gbgene11568	0	0	0	0	0	0	0	0
gbgene11569	345	174	239	192	143	155	221	164
gbgene11570	769	552	678	551	314	465	641	546
gbgene11571	0	0	1	0	0	0	0	0
gbgene11572	317	133	368	363	169	164	336	407
gbgene11573	2332	1331	1254	1514	1282	859	1931	1782
gbgene11574	1169	543	521	927	570	229	642	879
gbgene11575	1157	587	401	688	595	1	947	761
gbgene11576	25	11	91	69	95	7	94	116
gbgene11577	454	105	220	356	624	14	383	447
gbgene11578	295	138	260	320	324	496	429	329
gbgene11579	19	0	6	49	19	31	22	15
gbgene11580	1233	477	324	433	553	246	956	561
gbgene11581	35	26	84	180	100	19	191	146
gbgene11582	7	5	0	4	2	8	18	3
gbgene11583	62	7	4	12	6	0	8	10
gbgene11584	1560	780	1409	1438	762	1707	1417	1005
gbgene11585	2797	1116	2399	2268	1353	2435	2394	2542
gbgene11586	277	96	492	508	224	301	352	459
gbgene11587	105	58	128	164	98	210	155	182
gbgene11588	156	79	133	131	58	124	93	149
gbgene11589	16411	10696	14208	12477	9371	17672	14033	18253
gbgene11590	1	2	49	61	57	1	88	132
gbgene11591	0	4	2	6	35	24	50	15
gbgene11592	360	235	581	552	1893	2290	3717	1121
gbgene11593	5	2	4	1	2	4	1	3
gbgene11594	61	34	0	4	0	1	7	1
gbgene11595	1500	905	1712	1558	950	1012	1924	1741
gbgene11596	239	152	172	215	108	62	85	245
gbgene11597	6	8	1	7	6	1	7	9
gbgene11598	3	49	5	2	0	1	1	1
gbgene11599	0	3	0	2	0	4	0	2
gbgene11600	300	146	105	87	78	80	59	95
gbgene11601	17	8	7	45	12	0	10	8
gbgene11602	4	6	0	0	0	2	0	0
gbgene11603	55	20	36	25	13	28	24	21
gbgene11604	0	0	0	0	0	0	0	0
gbgene11605	3	0	0	2	0	2	0	0
gbgene11606	16518	9566	5087	8471	6853	7	9702	9731
gbgene11607	50	36	45	39	23	11	42	36
gbgene11608	373	183	153	219	120	130	128	196
gbgene11609	44	14	21	28	23	21	18	20
gbgene11610	746	287	554	754	593	303	848	893
gbgene11611	39	23	0	5	0	1	4	4
gbgene11612	268	263	918	666	595	2725	1101	236
gbgene11613	1885	981	1483	1568	1201	1219	2016	2229
gbgene11614	923	366	512	962	790	120	1152	1047
gbgene11615	39	14	55	58	49	19	110	48
gbgene11616	352	98	241	315	248	59	339	316
gbgene11617	364	237	177	174	92	107	214	219
gbgene11618	6264	3712	2974	4210	3601	1876	6047	5651
gbgene11619	242	122	296	345	214	51	581	414
gbgene11620	420	161	136	266	216	22	322	266
gbgene11621	810	293	335	749	516	33	843	644
gbgene11622	7932	3892	6273	6690	4645	4817	7141	8370
gbgene11623	2133	983	954	1319	1592	163	2426	3291
gbgene11624	6	0	0	1	1	0	0	0
gbgene11625	7	0	0	0	0	0	3	0
gbgene11626	7	1	21	0	1	5	8	4
gbgene11627	0	0	0	0	0	0	0	0
gbgene11628	3	0	0	0	0	0	0	1
gbgene11629	26	10	43	35	21	25	44	27
gbgene11630	0	0	0	0	0	0	0	0
gbgene11631	1127	686	2103	1881	1323	3025	1962	1235
gbgene11632	1537	804	621	1043	949	545	1219	1567
gbgene11633	36	48	22	53	6	3	12	8
gbgene11634	42	14	17	73	18	21	58	37
gbgene11635	140	66	574	573	167	454	261	362
gbgene11636	9	1	11	12	3	12	13	13
gbgene11637	285	180	319	256	418	261	311	710
gbgene11638	43	41	57	36	30	39	38	59
gbgene11640	0	0	0	0	0	0	0	0
gbgene11639	49	35	56	72	64	66	74	83
gbgene11641	78	73	148	103	85	192	137	170
gbgene11642	0	0	0	0	0	0	0	0
gbgene11643	0	0	0	0	0	0	0	0
gbgene11644	1	0	0	0	0	0	0	0
gbgene11645	0	0	3	72	0	1	106	28
gbgene11646	0	0	0	0	0	0	0	0
gbgene11647	633	359	1001	836	1914	2105	1175	1547
gbgene11648	5011	2886	3145	3849	3325	2976	5067	4062
gbgene11649	436	218	144	273	232	18	315	364
gbgene11650	868	574	244	451	292	277	500	506
gbgene11651	355	197	155	320	132	305	262	252
gbgene11652	54802	107040	39090	83358	53546	31677	116467	13683
gbgene11653	509	199	122	206	175	142	189	232
gbgene11654	61148	53679	123884	65442	110018	105403	94359	32118
gbgene11655	13	1	1	11	24	27	14	14
gbgene11656	5	2	6	23	62	68	26	15
gbgene11657	2	0	2	0	1	0	0	1
gbgene11658	46	6	38	32	22	21	49	33
gbgene11659	0	0	1	1	0	0	0	2
gbgene11660	0	0	0	0	0	0	0	0
gbgene11661	47	33	40	11	16	37	9	20
gbgene11662	43	9	17	19	8	9	11	15
gbgene11663	62	30	45	39	14	28	17	28
gbgene11664	0	0	0	0	0	0	0	0
gbgene11665	0	0	0	0	0	0	0	0
gbgene11666	6	4	5	8	2	5	9	4
gbgene11667	1426	583	359	890	655	132	1206	1058
gbgene11668	794	344	229	521	387	83	760	541
gbgene11669	1107	766	420	752	603	44	973	920
gbgene11670	792	421	325	598	402	214	481	573
gbgene11671	177	83	209	146	97	193	195	156
gbgene11672	295	194	228	274	141	247	277	377
gbgene11673	424	211	197	175	110	169	317	193
gbgene11674	141	104	177	223	147	233	236	209
gbgene11675	194	202	324	257	134	541	256	164
gbgene11676	11	7	46	10	4	17	81	77
gbgene11677	197	77	79	62	49	79	52	49
gbgene11678	174	114	335	494	391	62	332	532
gbgene11679	1057	435	496	1094	802	439	894	1219
gbgene11680	5	39	3	5	1	42	4	1
gbgene11681	966	697	724	831	409	598	828	684
gbgene11682	9175	4353	5507	6404	5589	3549	8264	8190
gbgene11683	7232	4230	4012	4738	2564	4207	5187	4713
gbgene11684	2	1	0	1	0	0	0	0
gbgene11685	0	0	0	0	0	0	0	0
gbgene11686	0	0	0	0	0	0	0	0
gbgene11687	140	16	10	12	47	4	16	57
gbgene11688	0	0	0	0	0	0	0	0
gbgene11689	3	2	3	0	0	0	0	3
gbgene11690	1589	871	556	1239	938	1	1414	1301
gbgene11691	5186	2585	1493	2465	1841	8	2334	2031
gbgene11692	12	12	5	17	6	1	7	5
gbgene11693	0	0	0	0	0	0	0	0
gbgene11694	410	155	248	276	185	270	287	272
gbgene11695	28708	18744	8318	13598	12291	1493	17618	18747
gbgene11696	387	1525	855	577	272	556	757	924
gbgene11697	8175	4826	3040	4280	4631	3509	4868	1685
gbgene11698	23338	12302	5119	7924	6975	5	8978	12759
gbgene11699	48	25	34	20	26	11	42	55
gbgene11700	10	2	3	0	0	0	7	2
gbgene11701	3	7	15	3	5	1	2	3
gbgene11702	64	80	17	4	3	26	10	9
gbgene11703	841	480	659	648	770	357	1576	1437
gbgene11704	261	122	74	327	137	5	310	350
gbgene11705	0	0	0	0	0	0	0	0
gbgene11706	0	0	0	0	0	1	0	0
gbgene11707	941	665	930	885	472	924	576	956
gbgene11708	9144	5869	2321	4413	4499	3	7832	8265
gbgene11709	33650	17370	7809	12046	9116	6	11780	14844
gbgene11711	0	0	0	0	0	0	0	0
gbgene11710	7	1	3	15	2	0	5	6
gbgene11712	0	0	0	0	1	0	0	0
gbgene11713	19	2	0	2	1	8	2	1
gbgene11714	31	10	88	20	94	227	81	91
gbgene11715	42	3	44	7	65	5	17	28
gbgene11716	0	0	1	0	0	0	0	0
gbgene11717	0	0	0	0	0	0	0	0
gbgene11718	447	295	61	61	39	86	84	45
gbgene11719	30	10	33	16	12	44	55	28
gbgene11720	0	0	2	9	0	0	16	1
gbgene11721	48	32	124	53	86	176	64	39
gbgene11722	46	29	82	50	46	184	54	71
gbgene11723	0	1	0	0	1	4	3	1
gbgene11724	22	34	90	52	56	160	55	93
gbgene11725	76827	42180	6165	37426	31299	94490	59689	85104
gbgene11726	7115	5856	2142	6814	6856	21331	13742	19217
gbgene11727	18006	10590	3402	11551	8508	19092	19779	23145
gbgene11728	2	0	0	0	0	0	0	0
gbgene11729	12526	7499	218	7858	5606	16287	7694	16494
gbgene11730	76	128	108	104	20	139	79	107
gbgene11731	14	6	69	61	24	2	53	22
gbgene11732	0	1	2	0	0	0	0	0
gbgene11733	0	0	0	6	0	0	0	0
gbgene11734	2	0	0	0	0	0	0	0
gbgene11735	1	3	30	41	7	23	13	37
gbgene11736	0	0	0	0	0	0	0	0
gbgene11737	0	0	1	3	0	2	0	0
gbgene11738	1049	1000	907	794	394	580	906	699
gbgene11739	871	260	6000	7299	742	725	1679	8149
gbgene11740	607	844	4559	4919	2055	4646	5755	8216
gbgene11741	10	2	37	83	47	1	7	59
gbgene11742	93	48	4750	6309	399	619	597	6457
gbgene11743	0	0	1	3	0	0	0	0
gbgene11744	0	0	0	1	0	0	0	1
gbgene11745	0	0	0	0	0	0	0	0
gbgene11746	55	47	298	836	48	67	161	279
gbgene11747	31	27	80	46	32	34	30	47
gbgene11748	42	5	21	61	58	4	76	82
gbgene11749	119	35	89	144	94	110	209	175
gbgene11750	95	31	89	89	61	35	93	84
gbgene11751	1030	625	1292	1162	520	977	1035	1211
gbgene11752	185	112	94	186	249	73	215	137
gbgene11753	84789	50887	21308	33773	33359	27	52852	57177
gbgene11754	17948	12099	4428	6753	6786	8	9758	11054
gbgene11755	28	42	84	28	49	90	63	51
gbgene11756	676	326	260	176	329	505	461	299
gbgene11757	0	0	1	0	0	0	0	0
gbgene11758	43635	25130	9524	15842	13115	7	19459	20625
gbgene11759	433	250	520	433	193	431	432	390
gbgene11760	309	146	199	229	196	200	300	303
gbgene11761	1345	741	666	635	595	710	824	909
gbgene11762	68	189	63	88	24	13	76	83
gbgene11763	67379	35950	16276	26538	24065	13	38044	41392
gbgene11764	0	0	0	0	0	0	0	0
gbgene11765	2789	1303	725	1284	1037	0	1480	1840
gbgene11766	3146	2225	1243	1059	827	2494	1427	923
gbgene11767	3866	2508	5090	3347	2741	7334	4421	5053
gbgene11768	40470	21565	24607	25771	19101	26845	31615	30182
gbgene11769	90	58	203	165	94	202	169	143
gbgene11770	0	0	0	0	0	0	0	0
gbgene11771	98	3196	88	7	1	12	26	8
gbgene11772	0	0	2	0	0	2	3	1
gbgene11773	219	151	67	316	65	0	50	318
gbgene11774	878	476	787	1698	1774	746	993	1675
gbgene11775	1433	600	757	1358	1108	388	1365	1581
gbgene11776	0	0	0	0	0	0	0	0
gbgene11777	6236	2725	3231	5884	4299	1416	6621	4662
gbgene11778	74	45	56	222	215	58	51	223
gbgene11779	8	5	19	11	17	9	31	23
gbgene11780	10	13	6	2	7	8	7	6
gbgene11781	1771	893	635	936	575	205	1512	900
gbgene11782	285	192	104	145	120	45	100	195
gbgene11783	307	183	228	465	189	8	388	288
gbgene11784	68	55	30	17	8	12	15	16
gbgene11785	49	36	55	42	27	56	46	17
gbgene11786	13408	9072	10259	9377	6864	12682	10471	14061
gbgene11787	749	293	255	314	248	217	419	397
gbgene11788	27266	15340	21354	16973	13516	23721	20870	26765
gbgene11789	1907	1001	1650	3410	2407	198	3072	3313
gbgene11790	223	117	211	178	132	150	190	246
gbgene11791	772	436	532	584	472	423	723	516
